Min and Max 'capacity-load' extreme nodes
Station LV:Capacité:Consommation (tous)
6:161908098:364272992
9:132508986:258728244
8:152279330:250466342
11:148178856:191674831
15:85799285:126377037
4:130918331:165708561
14:122456466:156085333
5:131833110:154952517
12:122352561:135865532
13:182709668:195738987
